s,h,q_eq,f1,f2,regime
-1.3,-1.05,0.33870967741935487,2.678866056697169,3.337099999999998,unstable
-1.3,-1.0,0.3333333333333333,2.529411764705883,3.6399999999999997,unstable
-1.3,-0.95,0.3275862068965517,2.3946720718112062,3.909100000000001,unstable
-1.3,-0.9,0.3214285714285714,2.272467086433886,4.144399999999999,unstable
-1.3,-0.85,0.3148148148148148,2.1610109328411196,4.3459,unstable
-1.3,-0.8,0.3076923076923077,2.058823529411764,4.5136,unstable
-1.3,-0.75,0.30000000000000004,1.9646643109540631,4.6475,unstable
-1.3,-0.7,0.29166666666666663,1.87748156551333,4.7476,unstable
-1.3,-0.65,0.28260869565217395,1.7963729830072828,4.813899999999999,unstable
-1.3,-0.6,0.2727272727272727,1.720554272517321,4.8464,unstable
-1.3,-0.55,0.2619047619047619,1.649333528636297,4.8451,unstable
-1.3,-0.5,0.25,1.5820895522388059,4.8100000000000005,unstable
-1.3,-0.45,0.2368421052631579,1.5182526347945626,4.7411,unstable
-1.3,-0.4,0.22222222222222224,1.4572864321608041,4.6384,unstable
-1.3,-0.35,0.20588235294117646,1.398669479149765,4.5019,unstable
-1.3,-0.3,0.1875,1.3418745785569792,4.3316,unstable
-1.3,-0.25,0.16666666666666666,1.2863436123348018,4.1274999999999995,unstable
-1.3,-0.2,0.14285714285714285,1.2314540059347179,3.8896,unstable
-1.3,-0.15,0.11538461538461539,1.1764705882352942,3.6179,unstable
-1.3,-0.1,0.08333333333333333,1.1204717775905646,3.3124000000000002,unstable
-1.3,-0.05,0.04545454545454545,1.062229313881924,2.9731,unstable
-1.3,0.0,1.0,1.0,2.6,fixation
-1.3,0.05,1.0,1.065,2.1931,fixation
-1.3,0.1,1.0,1.13,1.7524000000000002,fixation
-1.3,0.15,1.0,1.195,1.2779,fixation
-1.3,0.2,1.0,1.26,0.7696000000000002,fixation
-1.3,0.25,1.0,1.325,0.22750000000000006,fixation
-1.3,0.3,1.0,1.3900000000000001,-0.3484000000000003,fixation
-1.3,0.35,1.0,1.455,-0.9580999999999998,fixation
-1.3,0.4,1.0,1.52,-1.6016000000000006,fixation
-1.3,0.45,1.0,1.585,-2.2789,fixation
-1.3,0.5,1.0,1.65,-2.9899999999999998,fixation
-1.3,0.55,1.0,1.715,-3.734900000000001,fixation
-1.3,0.6,1.0,1.78,-4.5136,fixation
-1.3,0.65,1.0,1.8450000000000002,-5.326100000000001,fixation
-1.3,0.7,1.0,1.91,-6.1724,fixation
-1.3,0.75,1.0,1.975,-7.052500000000001,fixation
-1.3,0.8,1.0,2.04,-7.9664,fixation
-1.3,0.85,1.0,2.105,-8.914100000000001,fixation
-1.3,0.9,1.0,2.17,-9.8956,fixation
-1.3,0.95,1.0,2.235,-10.9109,fixation
-1.3,1.0,1.0,2.3,-11.959999999999999,fixation
-1.3,1.05,0.9545454545454545,0.9730583242869829,-13.042900000000001,stable
-1.3,1.1,0.9166666666666666,0.9484313018391636,-14.159600000000005,stable
-1.3,1.15,0.8846153846153847,0.9257265877287406,-15.310100000000002,stable
-1.3,1.2,0.8571428571428571,0.9046454767726164,-16.494400000000002,stable
-1.3,1.25,0.8333333333333334,0.8849557522123895,-17.712500000000002,stable
-1.3,1.3,0.8125,0.8664735317355808,-18.964400000000005,stable
-1.3,1.35,0.7941176470588236,0.8490508078884312,-20.250100000000003,stable
-1.3,1.4,0.7777777777777778,0.8325666973321069,-21.569599999999998,stable
-1.3,1.45,0.7631578947368421,0.8169211676469003,-22.922899999999995,stable
-1.3,1.5,0.7499999999999999,0.8020304568527921,-24.310000000000006,stable
-1.3,1.55,0.738095238095238,0.7878236730005262,-25.730900000000005,stable
-1.3,1.6,0.7272727272727272,0.7742402315484802,-27.185600000000004,stable
-1.3,1.65,0.717391304347826,0.7612278974183331,-28.6741,stable
-1.3,1.7,0.7083333333333333,0.7487412700990742,-30.196399999999997,stable
-1.3,1.75,0.7,0.7367405978784954,-31.7525,stable
-1.3,1.8,0.6923076923076923,0.7251908396946564,-33.342400000000005,stable
-1.3,1.85,0.6851851851851851,0.7140609154806447,-34.966100000000004,stable
-1.3,1.9,0.6785714285714286,0.7033231015614576,-36.623599999999996,stable
-1.3,1.95,0.6724137931034482,0.6929525388072543,-38.3149,stable
-1.3,2.0,0.6666666666666666,0.6829268292682924,-40.04,stable
-1.25,-2.0,0.4,-0.6666666666666666,-7.5,stable
-1.25,-1.95,0.3979591836734694,49.95744680852952,-6.640625,unstable
-1.25,-1.9,0.3958333333333333,24.956521739135205,-5.812499999999999,unstable
-1.25,-1.85,0.39361702127659576,16.622222222220618,-5.015625,unstable
-1.25,-1.8,0.391304347826087,12.45454545454515,-4.25,unstable
-1.25,-1.75,0.3888888888888889,9.953488372092872,-3.515625,unstable
-1.25,-1.7,0.38636363636363635,8.285714285714345,-2.812499999999999,unstable
-1.25,-1.65,0.38372093023255816,7.094076655052281,-2.140624999999999,unstable
-1.25,-1.6,0.38095238095238093,6.2000000000000295,-1.5000000000000002,unstable
-1.25,-1.55,0.3780487804878049,5.504273504273479,-0.8906250000000004,unstable
-1.25,-1.5,0.375,4.947368421052632,-0.3125,unstable
-1.25,-1.45,0.3717948717948718,4.491400491400462,0.2343750000000011,unstable
-1.25,-1.4,0.3684210526315789,4.111111111111125,0.7500000000000007,unstable
-1.25,-1.35,0.36486486486486486,3.789010989010986,1.2343749999999998,unstable
-1.25,-1.3,0.3611111111111111,3.512605042016807,1.6874999999999996,unstable
-1.25,-1.25,0.35714285714285715,3.2727272727272756,2.109375,unstable
-1.25,-1.2,0.35294117647058826,3.0624999999999996,2.5000000000000004,unstable
-1.25,-1.15,0.3484848484848485,2.8766603415559806,2.859375,unstable
-1.25,-1.1,0.34375,2.7111111111111112,3.1875,unstable
-1.25,-1.05,0.3387096774193548,2.5626134301270445,3.4843749999999996,unstable
-1.25,-1.0,0.3333333333333333,2.428571428571426,3.75,unstable
-1.25,-0.95,0.3275862068965517,2.3068783068783074,3.984375,unstable
-1.25,-0.9,0.32142857142857145,2.195804195804195,4.1875,unstable
-1.25,-0.85,0.3148148148148148,2.093913043478261,4.359375,unstable
-1.25,-0.8,0.3076923076923077,2.0,4.5,unstable
-1.25,-0.75,0.3,1.9130434782608692,4.609375,unstable
-1.25,-0.7,0.2916666666666667,1.8321678321678319,4.6875,unstable
-1.25,-0.65,0.2826086956521739,1.7566137566137567,4.734375,unstable
-1.25,-0.6,0.2727272727272727,1.6857142857142853,4.75,unstable
-1.25,-0.55,0.2619047619047619,1.618874773139746,4.734375,unstable
-1.25,-0.5,0.25,1.5555555555555556,4.6875,unstable
-1.25,-0.45,0.23684210526315788,1.4952561669829225,4.609375,unstable
-1.25,-0.4,0.2222222222222222,1.4375000000000002,4.5,unstable
-1.25,-0.35,0.20588235294117646,1.3818181818181816,4.359375,unstable
-1.25,-0.3,0.1875,1.3277310924369747,4.1875,unstable
-1.25,-0.25,0.16666666666666666,1.2747252747252749,3.984375,unstable
-1.25,-0.2,0.14285714285714285,1.2222222222222223,3.75,unstable
-1.25,-0.15,0.11538461538461539,1.1695331695331697,3.4843749999999996,unstable
-1.25,-0.1,0.08333333333333333,1.1157894736842104,3.1875000000000004,unstable
-1.25,-0.05,0.045454545454545456,1.0598290598290598,2.859375,unstable
-1.25,0.0,1.0,1.0,2.5,fixation
-1.25,0.05,1.0,1.0625,2.109375,fixation
-1.25,0.1,1.0,1.125,1.6875,fixation
-1.25,0.15,1.0,1.1875,1.234375,fixation
-1.25,0.2,1.0,1.25,0.7500000000000001,fixation
-1.25,0.25,1.0,1.3125,0.234375,fixation
-1.25,0.3,1.0,1.375,-0.3125,fixation
-1.25,0.35,1.0,1.4375,-0.8906249999999996,fixation
-1.25,0.4,1.0,1.5,-1.5000000000000004,fixation
-1.25,0.45,1.0,1.5625,-2.140625,fixation
-1.25,0.5,1.0,1.625,-2.8125,fixation
-1.25,0.55,1.0,1.6875,-3.5156250000000004,fixation
-1.25,0.6,1.0,1.75,-4.25,fixation
-1.25,0.65,1.0,1.8125,-5.015625,fixation
-1.25,0.7,1.0,1.875,-5.8125,fixation
-1.25,0.75,1.0,1.9375,-6.640625,fixation
-1.25,0.8,1.0,2.0,-7.5,fixation
-1.25,0.85,1.0,2.0625,-8.390625,fixation
-1.25,0.9,1.0,2.125,-9.3125,fixation
-1.25,0.95,1.0,2.1875,-10.265625,fixation
-1.25,1.0,1.0,2.25,-11.25,fixation
-1.25,1.05,0.9545454545454546,0.973518284993695,-12.265625,stable
-1.25,1.1,0.9166666666666666,0.9493087557603689,-13.312500000000004,stable
-1.25,1.15,0.8846153846153846,0.9269841269841261,-14.390625,stable
-1.25,1.2,0.8571428571428571,0.9062500000000002,-15.5,stable
-1.25,1.25,0.8333333333333334,0.8868778280542987,-16.640625,stable
-1.25,1.3,0.8125,0.8686868686868687,-17.8125,stable
-1.25,1.35,0.7941176470588235,0.8515318146111547,-19.015625000000004,stable
-1.25,1.4,0.7777777777777778,0.835294117647059,-20.25,stable
-1.25,1.45,0.7631578947368421,0.8198757763975157,-21.515625,stable
-1.25,1.5,0.75,0.8051948051948052,-22.8125,stable
-1.25,1.55,0.7380952380952381,0.7911818738518063,-24.140625000000004,stable
-1.25,1.6,0.7272727272727273,0.7777777777777775,-25.500000000000004,stable
-1.25,1.65,0.717391304347826,0.7649315068493148,-26.890625,stable
-1.25,1.7,0.7083333333333334,0.7525987525987526,-28.3125,stable
-1.25,1.75,0.7,0.7407407407407406,-29.765625,stable
-1.25,1.8,0.6923076923076923,0.729323308270677,-31.250000000000004,stable
-1.25,1.85,0.6851851851851852,0.7183161665920285,-32.765625,stable
-1.25,1.9,0.6785714285714286,0.7076923076923078,-34.3125,stable
-1.25,1.95,0.6724137931034483,0.6974275214373215,-35.890625,stable
-1.25,2.0,0.6666666666666666,0.6874999999999999,-37.5,stable
-1.2,-2.0,0.39999999999999997,36.99999999999368,-6.239999999999999,unstable
-1.2,-1.95,0.3979591836734694,21.48367952522428,-5.462399999999997,unstable
-1.2,-1.9,0.3958333333333333,15.128205128205792,-4.713599999999998,unstable
-1.2,-1.85,0.39361702127659576,11.669477234400684,-3.9936000000000025,unstable
-1.2,-1.8,0.391304347826087,9.494382022471408,-3.3024000000000027,unstable
-1.2,-1.75,0.3888888888888889,8.000000000000012,-2.640000000000001,unstable
-1.2,-1.7,0.38636363636363635,6.90987124463523,-2.0063999999999997,unstable
-1.2,-1.65,0.38372093023255816,6.079380445304991,-1.401599999999998,unstable
-1.2,-1.6,0.38095238095238093,5.425531914893628,-0.8255999999999997,unstable
-1.2,-1.55,0.3780487804878049,4.89728841413311,-0.27839999999999915,unstable
-1.2,-1.5,0.375,4.461538461538441,0.24000000000000127,unstable
-1.2,-1.45,0.3717948717948718,4.095860566448771,0.7296000000000006,unstable
-1.2,-1.4,0.368421052631579,3.784530386740328,1.1904000000000006,unstable
-1.2,-1.35,0.36486486486486486,3.5161929940515515,1.6223999999999992,unstable
-1.2,-1.3,0.3611111111111111,3.2824427480916074,2.025599999999999,unstable
-1.2,-1.25,0.35714285714285715,3.076923076923077,2.4,unstable
-1.2,-1.2,0.3529411764705882,2.8947368421052646,2.745600000000001,unstable
-1.2,-1.15,0.34848484848484845,2.7320490367775867,3.0624000000000007,unstable
-1.2,-1.1,0.34375000000000006,2.585812356979404,3.3503999999999996,unstable
-1.2,-1.05,0.33870967741935487,2.4535734383792915,3.6095999999999995,unstable
-1.2,-1.0,0.33333333333333337,2.3333333333333335,3.84,unstable
-1.2,-0.95,0.3275862068965517,2.2234452394056134,4.0416,unstable
-1.2,-0.9,0.3214285714285714,2.1225382932166297,4.2143999999999995,unstable
-1.2,-0.85,0.3148148148148148,2.029459901800327,4.3584,unstable
-1.2,-0.8,0.30769230769230765,1.9432314410480351,4.4736,unstable
-1.2,-0.75,0.3,1.8630136986301364,4.5600000000000005,unstable
-1.2,-0.7,0.2916666666666667,1.788079470198675,4.6175999999999995,unstable
-1.2,-0.65,0.28260869565217395,1.717791411042945,4.6464,unstable
-1.2,-0.6,0.27272727272727276,1.6515837104072402,4.6464,unstable
-1.2,-0.55,0.2619047619047619,1.5889464594127807,4.6175999999999995,unstable
-1.2,-0.5,0.25,1.5294117647058822,4.56,unstable
-1.2,-0.45,0.23684210526315788,1.4725407362703677,4.473599999999999,unstable
-1.2,-0.4,0.2222222222222222,1.4179104477611943,4.3584,unstable
-1.2,-0.35,0.20588235294117646,1.3650998068254987,4.2144,unstable
-1.2,-0.3,0.1875,1.3136729222520107,4.0416,unstable
-1.2,-0.25,0.16666666666666669,1.263157894736842,3.84,unstable
-1.2,-0.2,0.14285714285714285,1.21301775147929,3.6096,unstable
-1.2,-0.15,0.11538461538461538,1.1626080125687352,3.3503999999999996,unstable
-1.2,-0.1,0.08333333333333333,1.1111111111111112,3.0624,unstable
-1.2,-0.05,0.045454545454545456,1.0574293527803098,2.7456,unstable
-1.2,0.0,1.0,1.0,2.4,fixation
-1.2,0.05,1.0,1.06,2.0256,fixation
-1.2,0.1,1.0,1.12,1.6223999999999998,fixation
-1.2,0.15,1.0,1.18,1.1904,fixation
-1.2,0.2,1.0,1.24,0.7296000000000001,fixation
-1.2,0.25,1.0,1.3,0.23999999999999994,fixation
-1.2,0.3,1.0,1.3599999999999999,-0.2784,fixation
-1.2,0.35,1.0,1.42,-0.8255999999999997,fixation
-1.2,0.4,1.0,1.48,-1.4016,fixation
-1.2,0.45,1.0,1.54,-2.0064,fixation
-1.2,0.5,1.0,1.6,-2.64,fixation
-1.2,0.55,1.0,1.6600000000000001,-3.302400000000001,fixation
-1.2,0.6,1.0,1.72,-3.9936000000000003,fixation
-1.2,0.65,1.0,1.78,-4.7136,fixation
-1.2,0.7,1.0,1.8399999999999999,-5.4624,fixation
-1.2,0.75,1.0,1.9,-6.239999999999999,fixation
-1.2,0.8,1.0,1.96,-7.046399999999999,fixation
-1.2,0.85,1.0,2.02,-7.881599999999999,fixation
-1.2,0.9,1.0,2.08,-8.7456,fixation
-1.2,0.95,1.0,2.1399999999999997,-9.638399999999997,fixation
-1.2,1.0,1.0,2.2,-10.56,fixation
-1.2,1.05,0.9545454545454545,0.9739991745769705,-11.510399999999999,stable
-1.2,1.1,0.9166666666666666,0.9502262443438916,-12.489600000000001,stable
-1.2,1.15,0.8846153846153847,0.9282992726013167,-13.497599999999997,stable
-1.2,1.2,0.8571428571428571,0.9079283887468029,-14.5344,stable
-1.2,1.25,0.8333333333333333,0.8888888888888888,-15.6,stable
-1.2,1.3,0.8125,0.8710033076074973,-16.6944,stable
-1.2,1.35,0.7941176470588236,0.8541291484435296,-17.817600000000002,stable
-1.2,1.4,0.7777777777777777,0.838150289017341,-18.969599999999996,stable
-1.2,1.45,0.763157894736842,0.8229708342753785,-20.1504,stable
-1.2,1.5,0.7500000000000001,0.8085106382978723,-21.359999999999996,stable
-1.2,1.55,0.7380952380952381,0.794701986754967,-22.5984,stable
-1.2,1.6,0.7272727272727273,0.7814871016691957,-23.865599999999997,stable
-1.2,1.65,0.717391304347826,0.7688162385485898,-25.161599999999996,stable
-1.2,1.7,0.7083333333333334,0.7566462167689163,-26.4864,stable
-1.2,1.75,0.7000000000000001,0.7449392712550609,-27.84,stable
-1.2,1.8,0.6923076923076923,0.7336621454993832,-29.222400000000004,stable
-1.2,1.85,0.6851851851851852,0.7227853680035261,-30.6336,stable
-1.2,1.9,0.6785714285714286,0.71228266965788,-32.0736,stable
-1.2,1.95,0.6724137931034483,0.7021305105185581,-33.542399999999994,stable
-1.2,2.0,0.6666666666666667,0.6923076923076923,-35.04,stable
-1.15,-2.0,0.39999999999999997,18.249999999998828,-5.059999999999998,unstable
-1.15,-1.95,0.39795918367346933,13.549917002609133,-4.360224999999997,unstable
-1.15,-1.9,0.3958333333333333,10.77101002313025,-3.686899999999996,unstable
-1.15,-1.85,0.39361702127659576,8.935056437101151,-3.0400250000000004,unstable
-1.15,-1.8,0.391304347826087,7.631578947368322,-2.419599999999999,unstable
-1.15,-1.75,0.3888888888888889,6.658146964856308,-1.8256249999999983,unstable
-1.15,-1.7,0.38636363636363635,5.903390617742673,-1.2580999999999982,unstable
-1.15,-1.65,0.38372093023255816,5.300972949855655,-0.7170249999999978,unstable
-1.15,-1.6,0.38095238095238093,4.8089171974522475,-0.20239999999999914,unstable
-1.15,-1.55,0.3780487804878049,4.399364307749839,0.2857749999999999,unstable
-1.15,-1.5,0.375,4.053097345132742,0.7475000000000004,unstable
-1.15,-1.45,0.3717948717948718,3.7564308003710867,1.1827750000000021,unstable
-1.15,-1.4,0.368421052631579,3.4993531694695927,1.5916000000000008,unstable
-1.15,-1.35,0.36486486486486486,3.274370762876952,1.9739749999999998,unstable
-1.15,-1.3,0.3611111111111111,3.0757621491095644,2.3299000000000003,unstable
-1.15,-1.25,0.3571428571428571,2.8990825688073403,2.659375,unstable
-1.15,-1.2,0.35294117647058826,2.740825688073394,2.962400000000001,unstable
-1.15,-1.15,0.34848484848484845,2.5981873111782487,3.238975000000001,unstable
-1.15,-1.1,0.34375,2.4688968758639755,3.4891000000000005,unstable
-1.15,-1.05,0.33870967741935487,2.351095039912672,3.7127749999999993,unstable
-1.15,-1.0,0.3333333333333333,2.2432432432432425,3.91,unstable
-1.15,-0.95,0.3275862068965517,2.1440558501711746,4.080775,unstable
-1.15,-0.9,0.32142857142857145,2.052448488092052,4.225099999999999,unstable
-1.15,-0.85,0.3148148148148148,1.9674981609041668,4.342975,unstable
-1.15,-0.8,0.3076923076923077,1.8884120171673815,4.4344,unstable
-1.15,-0.75,0.3,1.814502529510961,4.499375,unstable
-1.15,-0.7,0.2916666666666667,1.7451674380615296,4.5379,unstable
-1.15,-0.65,0.28260869565217395,1.6798732171156896,4.549975,unstable
-1.15,-0.6,0.2727272727272727,1.6181410974244117,4.5356000000000005,unstable
-1.15,-0.55,0.26190476190476186,1.5595348505386315,4.494775,unstable
-1.15,-0.5,0.25,1.5036496350364965,4.427499999999999,unstable
-1.15,-0.45,0.2368421052631579,1.4501012221639051,4.333774999999999,unstable
-1.15,-0.4,0.2222222222222222,1.3985148514851484,4.2136,unstable
-1.15,-0.35,0.20588235294117646,1.3485127876212621,4.066975,unstable
-1.15,-0.3,0.1875,1.2996992983628468,3.8939,unstable
-1.15,-0.25,0.16666666666666666,1.2516411378555798,3.6943749999999995,unstable
-1.15,-0.2,0.14285714285714285,1.2038404726735599,3.4684,unstable
-1.15,-0.15,0.11538461538461539,1.1556950848621605,3.215975,unstable
-1.15,-0.1,0.08333333333333333,1.106436684896929,2.9371,unstable
-1.15,-0.05,0.045454545454545456,1.055030192548707,2.6317749999999998,unstable
-1.15,0.0,1.0,1.0,2.3,fixation
-1.15,0.05,1.0,1.0575,1.9417749999999998,fixation
-1.15,0.1,1.0,1.115,1.5571,fixation
-1.15,0.15,1.0,1.1724999999999999,1.145975,fixation
-1.15,0.2,1.0,1.23,0.7084,fixation
-1.15,0.25,1.0,1.2875,0.24437499999999987,fixation
-1.15,0.3,1.0,1.345,-0.24609999999999996,fixation
-1.15,0.35,1.0,1.4024999999999999,-0.7630249999999994,fixation
-1.15,0.4,1.0,1.46,-1.3063999999999998,fixation
-1.15,0.45,1.0,1.5175,-1.8762249999999998,fixation
-1.15,0.5,1.0,1.575,-2.4724999999999997,fixation
-1.15,0.55,1.0,1.6324999999999998,-3.0952249999999997,fixation
-1.15,0.6,1.0,1.69,-3.7444,fixation
-1.15,0.65,1.0,1.7475,-4.420024999999999,fixation
-1.15,0.7,1.0,1.805,-5.122099999999998,fixation
-1.15,0.75,1.0,1.8624999999999998,-5.850624999999999,fixation
-1.15,0.8,1.0,1.92,-6.605599999999999,fixation
-1.15,0.85,1.0,1.9775,-7.3870249999999995,fixation
-1.15,0.9,1.0,2.035,-8.1949,fixation
-1.15,0.95,1.0,2.0925,-9.029224999999997,fixation
-1.15,1.0,1.0,2.15,-9.889999999999999,fixation
-1.15,1.05,0.9545454545454545,0.9745024547326194,-10.777224999999998,stable
-1.15,1.1,0.9166666666666666,0.9511865714836969,-11.6909,stable
-1.15,1.15,0.8846153846153847,0.9296760756857357,-12.631024999999998,stable
-1.15,1.2,0.8571428571428571,0.9096858638743457,-13.597599999999998,stable
-1.15,1.25,0.8333333333333333,0.8909952606635073,-14.590625,stable
-1.15,1.3,0.8125,0.8734302243544518,-15.6101,stable
-1.15,1.35,0.7941176470588235,0.8568511871439393,-16.656025000000003,stable
-1.15,1.4,0.7777777777777778,0.8411445485939811,-17.728399999999993,stable
-1.15,1.45,0.7631578947368421,0.8262165996004983,-18.827224999999995,stable
-1.15,1.5,0.75,0.8119891008174385,-19.952499999999997,stable
-1.15,1.55,0.738095238095238,0.7983960105904427,-21.104225,stable
-1.15,1.6,0.7272727272727273,0.7853810264385691,-22.282399999999996,stable
-1.15,1.65,0.717391304347826,0.7728957120169402,-23.487025,stable
-1.15,1.7,0.7083333333333334,0.7608980518913258,-24.718099999999996,stable
-1.15,1.75,0.7000000000000001,0.7493513233004673,-25.975624999999997,stable
-1.15,1.8,0.6923076923076923,0.7382232058172621,-27.2596,stable
-1.15,1.85,0.6851851851851851,0.7274850716747978,-28.570024999999998,stable
-1.15,1.9,0.6785714285714286,0.7171114148025606,-29.906899999999993,stable
-1.15,1.95,0.6724137931034483,0.7070793874499424,-31.27022499999999,stable
-1.15,2.0,0.6666666666666666,0.6973684210526315,-32.66,stable
-1.1,-2.0,0.4,11.999999999999831,-3.9600000000000017,unstable
-1.1,-1.95,0.39795918367346933,9.822237713489187,-3.334099999999999,unstable
-1.1,-1.9,0.39583333333333337,8.311218335343758,-2.7323999999999993,unstable
-1.1,-1.85,0.39361702127659576,7.20128307939044,-2.154900000000002,unstable
-1.1,-1.8,0.391304347826087,6.351351351351292,-1.6016000000000026,unstable
-1.1,-1.75,0.38888888888888884,5.679558011049795,-1.0725000000000016,unstable
-1.1,-1.7,0.3863636363636364,5.135135135135109,-0.5676000000000001,unstable
-1.1,-1.65,0.3837209302325581,4.684926259337292,-0.08689999999999971,unstable
-1.1,-1.6,0.38095238095238093,4.306358381502889,0.36959999999999843,unstable
-1.1,-1.55,0.3780487804878049,3.983530622748325,0.8018999999999973,unstable
-1.1,-1.5,0.375,3.7049180327868814,1.2099999999999993,unstable
-1.1,-1.45,0.3717948717948718,3.4619625137817,1.593900000000001,unstable
-1.1,-1.4,0.368421052631579,3.248175182481743,1.9536,unstable
-1.1,-1.35,0.3648648648648649,3.058545937177413,2.289099999999998,unstable
-1.1,-1.3,0.3611111111111111,2.889144170017231,2.6003999999999987,unstable
-1.1,-1.25,0.35714285714285715,2.736842105263163,2.8875,unstable
-1.1,-1.2,0.35294117647058826,2.599118942731278,3.1504000000000003,unstable
-1.1,-1.15,0.34848484848484845,2.473919523099852,3.389100000000001,unstable
-1.1,-1.1,0.34375,2.3595505617977524,3.6035999999999997,unstable
-1.1,-1.05,0.33870967741935487,2.254603258709764,3.7938999999999985,unstable
-1.1,-1.0,0.3333333333333333,2.1578947368421053,3.96,unstable
-1.1,-0.95,0.3275862068965517,2.0684231222965006,4.1019000000000005,unstable
-1.1,-0.9,0.32142857142857145,1.9853326348873763,4.2196,unstable
-1.1,-0.85,0.3148148148148148,1.9078861041858017,4.3131,unstable
-1.1,-0.8,0.3076923076923077,1.8354430379746833,4.3824000000000005,unstable
-1.1,-0.75,0.30000000000000004,1.7674418604651163,4.4275,unstable
-1.1,-0.7,0.2916666666666667,1.7033852767329396,4.4484,unstable
-1.1,-0.65,0.2826086956521739,1.6428279525950147,4.4451,unstable
-1.1,-0.6,0.27272727272727276,1.5853658536585369,4.4176,unstable
-1.1,-0.55,0.26190476190476186,1.5306266798698545,4.3659,unstable
-1.1,-0.5,0.25,1.4782608695652173,4.29,unstable
-1.1,-0.45,0.23684210526315788,1.427932627813385,4.1899,unstable
-1.1,-0.4,0.22222222222222224,1.3793103448275865,4.0656,unstable
-1.1,-0.35,0.20588235294117646,1.3320555821753715,3.9171000000000005,unstable
-1.1,-0.3,0.18749999999999997,1.28580946035976,3.7444,unstable
-1.1,-0.25,0.16666666666666666,1.240174672489083,3.5475000000000003,unstable
-1.1,-0.2,0.14285714285714288,1.1946902654867257,3.3264000000000005,unstable
-1.1,-0.15,0.11538461538461538,1.1487943540482257,3.0810999999999997,unstable
-1.1,-0.1,0.08333333333333334,1.1017661900756939,2.8116000000000003,unstable
-1.1,-0.05,0.045454545454545456,1.0526315789473684,2.5179000000000005,unstable
-1.1,0.0,1.0,1.0,2.2,fixation
-1.1,0.05,1.0,1.055,1.8578999999999999,fixation
-1.1,0.1,1.0,1.11,1.4916,fixation
-1.1,0.15,1.0,1.165,1.1011,fixation
-1.1,0.2,1.0,1.22,0.6864000000000001,fixation
-1.1,0.25,1.0,1.275,0.2475000000000001,fixation
-1.1,0.3,1.0,1.33,-0.2156000000000002,fixation
-1.1,0.35,1.0,1.385,-0.7028999999999999,fixation
-1.1,0.4,1.0,1.44,-1.2144,fixation
-1.1,0.45,1.0,1.495,-1.7501000000000004,fixation
-1.1,0.5,1.0,1.55,-2.3100000000000005,fixation
-1.1,0.55,1.0,1.605,-2.8941000000000003,fixation
-1.1,0.6,1.0,1.6600000000000001,-3.5024000000000006,fixation
-1.1,0.65,1.0,1.715,-4.134900000000001,fixation
-1.1,0.7,1.0,1.77,-4.7916,fixation
-1.1,0.75,1.0,1.8250000000000002,-5.472500000000001,fixation
-1.1,0.8,1.0,1.8800000000000001,-6.177600000000002,fixation
-1.1,0.85,1.0,1.935,-6.9069,fixation
-1.1,0.9,1.0,1.9900000000000002,-7.660400000000001,fixation
-1.1,0.95,1.0,2.045,-8.4381,fixation
-1.1,1.0,1.0,2.1,-9.240000000000002,fixation
-1.1,1.05,0.9545454545454545,0.9750297265160522,-10.066100000000002,stable
-1.1,1.1,0.9166666666666666,0.9521928091663374,-10.9164,stable
-1.1,1.15,0.8846153846153847,0.9311189763136397,-11.790899999999999,stable
-1.1,1.2,0.8571428571428572,0.9115281501340479,-12.689600000000002,stable
-1.1,1.25,0.8333333333333334,0.8932038834951458,-13.6125,stable
-1.1,1.3,0.8125,0.8759757155247183,-14.559600000000001,stable
-1.1,1.35,0.7941176470588235,0.8597071327350025,-15.530900000000004,stable
-1.1,1.4,0.7777777777777778,0.8442871587462081,-16.5264,stable
-1.1,1.45,0.7631578947368421,0.8296243546377073,-17.5461,stable
-1.1,1.5,0.75,0.8156424581005586,-18.590000000000003,stable
-1.1,1.55,0.738095238095238,0.8022771598755994,-19.658100000000005,stable
-1.1,1.6,0.7272727272727273,0.7894736842105261,-20.750400000000003,stable
-1.1,1.65,0.7173913043478262,0.7771849473535103,-21.866899999999998,stable
-1.1,1.7,0.7083333333333334,0.7653701380175661,-23.007600000000004,stable
-1.1,1.75,0.7,0.7539936102236422,-24.172500000000003,stable
-1.1,1.8,0.6923076923076923,0.7430240103828684,-25.361600000000006,stable
-1.1,1.85,0.6851851851851852,0.7324335821184111,-26.574900000000007,stable
-1.1,1.9,0.6785714285714286,0.7221976074435089,-27.8124,stable
-1.1,1.95,0.6724137931034483,0.7122939536197099,-29.074099999999998,stable
-1.1,2.0,0.6666666666666666,0.7027027027027027,-30.360000000000003,stable
-1.05,-2.0,0.4,8.87500000000021,-2.940000000000001,unstable
-1.05,-1.95,0.3979591836734694,7.656702025072365,-2.3840249999999985,unstable
-1.05,-1.9,0.3958333333333333,6.731054977711754,-1.8500999999999987,unstable
-1.05,-1.85,0.3936170212765957,6.003841373856091,-1.3382250000000007,unstable
-1.05,-1.8,0.391304347826087,5.417362270450718,-0.8484000000000017,unstable
-1.05,-1.75,0.3888888888888889,4.9343065693430805,-0.38062500000000077,unstable
-1.05,-1.7,0.38636363636363635,4.5294763822775534,0.06510000000000123,unstable
